Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,File Path,Open Finder
U466AY32,journalArticle,1998,"Arnold, Jeffrey G.; Srinivasan, Raghavan; Muttiah, Ranjan S.; Williams, Jimmy R.",Large area hydrologic modeling and assessment part I: model development 1,JAWRA Journal of the American Water Resources Association,,,,,,1998,2023-03-16 17:52:26,2023-03-16 17:52:26,,73-89,,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3KI8MQD8,journalArticle,2009,"Arthur, S.; Crow, H.; Pedezert, L.; Karikas, N.",The holistic prioritisation of proactive sewer maintenance,Water Science and Technology,,"0273-1223, 1996-9732",10.2166/wst.2009.134,https://iwaponline.com/wst/article/59/7/1385/17726/The-holistic-prioritisation-of-proactive-sewer,"In sewerage asset management, there has been a concerted move away from primarily assessing system capacity or physical performance, to focus on “serviceability” as a key performance indicator. After identifying flooding due to blockages as a key failure mode, this paper documents the development of a tool which can contribute towards efficient sewerage asset management within the context of maintaining “serviceability” to customers, the public and the environment. Against the background of poor availability of reliable data, the reported project provides a process based on FMECA which can be implemented with limited information and without the need for additional data gathering. Land use and network characteristics data have been used alongside a hydrodynamic model to determine critical points in a network. Based on this, a methodology for identifying where blockage likelihood lies is outlined alongside an approach which allows failure consequence to be quantified. The text then outlines a framework which allows failure likelihood and consequence to be combined to prioritise sewerage asset maintenance.",2009-04-01,2023-04-06 23:00:30,2023-04-06 23:35:26,2023-04-06 23:00:30,1385-1396,,7,59,,,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-66649100319&doi=10.2166%2fwst.2009.134&partnerID=40&md5=91cfedc9ca7df5dd6041bed822ab861e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ER5Q8JQN,journalArticle,2016,"Bahremand, Abdolreza",HESS Opinions: Advocating process modeling and de-emphasizing parameter estimation,Hydrology and Earth System Sciences,,1607-7938,10.5194/hess-20-1433-2016,https://hess.copernicus.org/articles/20/1433/2016/,"Abstract. Since its origins as an engineering discipline, with its widespread use of ""black box"" (empirical) modeling approaches, hydrology has evolved into a scientific discipline that seeks a more ""white box"" (physics-based) modeling approach to solving problems such as the description and simulation of the rainfall–runoff responses of a watershed. There has been much recent debate regarding the future of the hydrological sciences, and several publications have voiced opinions on this subject. This opinion paper seeks to comment and expand upon some recent publications that have advocated an increased focus on process-based modeling while de-emphasizing the focus on detailed attention to parameter estimation. In particular, it offers a perspective that emphasizes a more hydraulic (more physics-based and less empirical) approach to development and implementation of hydrological models.",2016-04-15,2023-03-16 17:52:26,2023-04-06 23:04:58,2023-04-06 23:00:32,1433-1445,,4,20,,Hydrol. Earth Syst. Sci.,HESS Opinions,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QE9HAPES\Bahremand - 2016 - HESS Opinions Advocating process modeling and de-.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969131664&doi=10.5194%2fhess-20-1433-2016&partnerID=40&md5=d066a39d1d6ea2caa54b0b70cb7f2dce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QE9HAPES\Bahremand - 2016 - HESS Opinions Advocating process modeling and de-.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\QE9HAPES\Bahremand - 2016 - HESS Opinions Advocating process modeling and de-.pdf';
RW6IS7DA,conferencePaper,2011,"Ball, J. E.; Babister, M. K.; Retallick, M. E.",Revisiting the design flood problem,,,,,,,2011,2023-03-16 17:52:26,2023-03-16 17:52:26,,31-38,,,,,,,,,,,,,,,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925173943&partnerID=40&md5=a21ec3b5d0b8b77f192f11de29f80fac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34th IAHR Congress 2011 - Balance and Uncertainty: Water in a Changing World, Incorporating the 33rd Hydrology and Water Resources Symposium and the 10th Conference on Hydraulics in Water Engineering",,,,,,,,,,,,,,,,,
J4HTGLLA,book,1992,"Ball, James E.",A review of numerical models for prediction of catchment water quantity and quality. June 1992,,,,,,,1992,2023-03-16 17:52:26,2023-03-16 17:52:26,,,,,,,,,,,,,University of New South Wales-Water Research Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R87USS3T,journalArticle,2020,"Ball, James E.",An Assessment of Continuous Modeling for Robust Design Flood Estimation in Urban Environments,Frontiers in Earth Science,,2296-6463,10.3389/feart.2020.00124,https://www.frontiersin.org/article/10.3389/feart.2020.00124/full,,2020-04-28,2023-03-16 17:52:26,2023-04-06 23:05:28,2023-04-06 23:00:30,124,,,8,,Front. Earth Sci.,,,,,,,,,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\MQ3G83V5\Ball - 2020 - An Assessment of Continuous Modeling for Robust De.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084495973&doi=10.3389%2ffeart.2020.00124&partnerID=40&md5=955bde4c976de6f8c7222b1e53cafaac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\MQ3G83V5\Ball - 2020 - An Assessment of Continuous Modeling for Robust De.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\MQ3G83V5\Ball - 2020 - An Assessment of Continuous Modeling for Robust De.pdf';
7D2FLBYN,journalArticle,2022,"Ball, James E.",Modelling accuracy for urban design flood estimation,Urban Water Journal,,"1573-062X, 1744-9006",10.1080/1573062X.2021.1955283,https://www.tandfonline.com/doi/full/10.1080/1573062X.2021.1955283,,2022-01-02,2023-03-16 17:52:26,2023-04-06 23:05:30,2023-04-06 23:00:29,87-96,,1,19,,Urban Water Journal,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\78YGCKTD\Ball - 2022 - Modelling accuracy for urban design flood estimati.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111692067&doi=10.1080%2f1573062X.2021.1955283&partnerID=40&md5=f322a262ac9d53d48a65940461e5eaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\78YGCKTD\Ball - 2022 - Modelling accuracy for urban design flood estimati.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\78YGCKTD\Ball - 2022 - Modelling accuracy for urban design flood estimati.pdf';
N9VSWUE6,journalArticle,1994,"Ball, James E.",The influence of storm temporal patterns on catchment response,Journal of Hydrology,,00221694,10.1016/0022-1694(94)90058-2,https://linkinghub.elsevier.com/retrieve/pii/0022169494900582,,1994-06,2023-03-16 17:52:35,2023-04-06 23:05:26,2023-04-06 23:00:30,285-303,,3-4,158,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\BAP6B6TN\Ball - 1994 - The influence of storm temporal patterns on catchm.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028667765&doi=10.1016%2f0022-1694%2894%2990058-2&partnerID=40&md5=546dd233e116bc335a04be5c70a76c75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\BAP6B6TN\Ball - 1994 - The influence of storm temporal patterns on catchm.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\BAP6B6TN\Ball - 1994 - The influence of storm temporal patterns on catchm.pdf';
AJ2G5ZC8,journalArticle,1998,"Ball, James E.; Luk, Kin Choi",Modeling Spatial Variability of Rainfall over a Catchment,Journal of Hydrologic Engineering,,"1084-0699, 1943-5584",10.1061/(ASCE)1084-0699(1998)3:2(122),https://ascelibrary.org/doi/10.1061/%28ASCE%291084-0699%281998%293%3A2%28122%29,,1998-04,2023-03-16 17:52:26,2023-04-06 23:05:32,2023-04-06 23:00:29,122-130,,2,3,,J. Hydrol. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032054383&doi=10.1061%2f%28ASCE%291084-0699%281998%293%3a2%28122%29&partnerID=40&md5=51d5dad7772b69872a3ba5ebfd60d392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZD2BYXV,book,2019,"Ball, James; Babister, Mark; Nathan, Rory; Weeks, Bill; Weinmann, Erwin; Retallick, Monique; Testoni, Isabelle",Australian rainfall and runoff: a guide to flood estimation,,,,,http://book.arr.org.au.s3-website-ap-southeast-2.amazonaws.com/,,2019,2023-04-07 01:31:23,2023-04-07 01:31:23,,,,,,9.0,,,,17/04/2019,,,Commonwealth of Australia (Geoscience Australia),,,,,,,,,,,C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book1_Scope and Philosophy.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book2_Rainfall Estimation.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book3_Peak Flow Estimation.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book4_Catchment Simulation for Design Flood Estimation.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book5_Flood Hydrograph Estimation.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book6_Flood Hydraulics.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book7_Application of Catchment Modelling Systems.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book8_Estimation of Very Rare to Extreme Floods.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book9_Runoff in Urban Areas.pdf; C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book1_Scope and Philosophy.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book2_Rainfall Estimation.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book3_Peak Flow Estimation.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book4_Catchment Simulation for Design Flood Estimation.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book5_Flood Hydrograph Estimation.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book6_Flood Hydraulics.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book7_Application of Catchment Modelling Systems.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book8_Estimation of Very Rare to Extreme Floods.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book9_Runoff in Urban Areas.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book1_Scope and Philosophy.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book2_Rainfall Estimation.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book3_Peak Flow Estimation.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book4_Catchment Simulation for Design Flood Estimation.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book5_Flood Hydrograph Estimation.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book6_Flood Hydraulics.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book7_Application of Catchment Modelling Systems.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book8_Estimation of Very Rare to Extreme Floods.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514_Book9_Runoff in Urban Areas.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\ARR_books_pdf\ARR_Book_2019\ARR_190514.pdf';
CT95M4U6,journalArticle,2008,"Barco, Janet; Wong, Kenneth M.; Stenstrom, Michael K.",Automatic Calibration of the U.S. EPA SWMM Model for a Large Urban Catchment,Journal of Hydraulic Engineering,,"0733-9429, 1943-7900",10.1061/(ASCE)0733-9429(2008)134:4(466),https://ascelibrary.org/doi/10.1061/%28ASCE%290733-9429%282008%29134%3A4%28466%29,,2008-04,2023-03-16 17:52:26,2023-04-06 23:05:34,2023-04-06 23:00:31,466-474,,4,134,,J. Hydraul. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2QJSI864\Barco et al. - 2008 - Automatic calibration of the U.S. EPA SWMM model f.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41049113482&doi=10.1061%2f%28ASCE%290733-9429%282008%29134%3a4%28466%29&partnerID=40&md5=efd1a894fa0f873a8f24068717c01d36,Urban areas; Calibration; Catchments; Hydraulic models; Optimization; Runoff; Stormwater management; Watershed management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2QJSI864\Barco et al. - 2008 - Automatic calibration of the U.S. EPA SWMM model f.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\2QJSI864\Barco et al. - 2008 - Automatic calibration of the U.S. EPA SWMM model f.pdf';
MNCVVGYD,conferencePaper,2018,"Barker, A.; O’Brien, E.",Making it rain with shiny,,,,,,,2018,2023-03-16 17:52:26,2023-03-16 17:52:26,,586-599,,,,,,,,,,,,,,,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060680056&partnerID=40&md5=124bcc233f30d98842b95c3f02aead3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 Hydrology and Water Resources Symposium, HWRS 2018: Water and Communities",,,,,,,,,,,,,,,,,
M42ME939,journalArticle,2015,"Baxevani, Anastassia; Lennartsson, Jan",A spatiotemporal precipitation generator based on a censored latent Gaussian field: SPATIOTEMPORAL STOCHASTIC GENERATOR,Water Resources Research,,00431397,10.1002/2014WR016455,http://doi.wiley.com/10.1002/2014WR016455,,2015-06,2023-03-16 17:52:26,2023-04-06 23:05:44,2023-04-06 23:00:32,4338-4358,,6,51,,Water Resour. Res.,A spatiotemporal precipitation generator based on a censored latent Gaussian field,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\4QAIEQUV\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7K5LRJI8\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937524591&doi=10.1002%2f2014WR016455&partnerID=40&md5=d9c626bb91ee4259136659f65aee2ae8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\4QAIEQUV\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7K5LRJI8\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\4QAIEQUV\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\7K5LRJI8\Baxevani and Lennartsson - 2015 - A spatiotemporal precipitation generator based on .pdf';
F4JDRN4F,journalArticle,2009,"Bell, V.A.; Kay, A.L.; Jones, R.G.; Moore, R.J.; Reynard, N.S.",Use of soil data in a grid-based hydrological model to estimate spatial variation in changing flood risk across the UK,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2009.08.031,https://linkinghub.elsevier.com/retrieve/pii/S0022169409005344,,2009-10,2023-03-16 17:52:26,2023-04-06 23:05:46,2023-04-06 23:00:32,335-350,,3-4,377,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\UU6CVQMV\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\H8L5RTCE\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349776190&doi=10.1016%2fj.jhydrol.2009.08.031&partnerID=40&md5=3ca3d75df7ab4755d05466e6e9643a01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\UU6CVQMV\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\H8L5RTCE\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\UU6CVQMV\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\H8L5RTCE\Bell et al. - 2009 - Use of soil data in a grid-based hydrological mode.pdf';
5TXK8UHJ,journalArticle,2016,"Bennett, Bree; Lambert, Martin; Thyer, Mark; Bates, Bryson C.; Leonard, Michael",Estimating Extreme Spatial Rainfall Intensities,Journal of Hydrologic Engineering,,"1084-0699, 1943-5584",10.1061/(ASCE)HE.1943-5584.0001316,https://ascelibrary.org/doi/10.1061/%28ASCE%29HE.1943-5584.0001316,,2016-03,2023-03-16 17:52:26,2023-04-06 23:05:48,2023-04-06 23:00:34,04015074,,3,21,,J. Hydrol. Eng.,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LBEIF5BU\Bennett et al. - 2016 - Estimating extreme spatial rainfall intensities.pdf; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\KAB6HWG6\Bennett et al. - 2016 - Estimating Extreme Spatial Rainfall Intensities.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958582322&doi=10.1061%2f%28ASCE%29HE.1943-5584.0001316&partnerID=40&md5=97b3a710212b7638a7579a4a540a3af1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LBEIF5BU\Bennett et al. - 2016 - Estimating extreme spatial rainfall intensities.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\KAB6HWG6\Bennett et al. - 2016 - Estimating Extreme Spatial Rainfall Intensities.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LBEIF5BU\Bennett et al. - 2016 - Estimating extreme spatial rainfall intensities.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\KAB6HWG6\Bennett et al. - 2016 - Estimating Extreme Spatial Rainfall Intensities.pdf';
7PS7UVIF,journalArticle,2018,"Bennett, Bree; Leonard, Michael; Deng, Yu; Westra, Seth",An empirical investigation into the effect of antecedent precipitation on flood volume,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2018.10.025,https://linkinghub.elsevier.com/retrieve/pii/S0022169418307868,,2018-12,2023-03-16 17:52:26,2023-04-06 23:05:50,2023-04-06 23:01:11,435-445,,,567,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\NZEACHB7\Bennett et al. - 2018 - An empirical investigation into the effect of ante.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055540458&doi=10.1016%2fj.jhydrol.2018.10.025&partnerID=40&md5=368042290a4a8fdbc690d135133563f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\NZEACHB7\Bennett et al. - 2018 - An empirical investigation into the effect of ante.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\NZEACHB7\Bennett et al. - 2018 - An empirical investigation into the effect of ante.pdf';
3K7JH97L,journalArticle,2018,"Bennett, Bree; Thyer, Mark; Leonard, Michael; Lambert, Martin; Bates, Bryson",A comprehensive and systematic evaluation framework for a parsimonious daily rainfall field model,Journal of Hydrology,,00221694,10.1016/j.jhydrol.2016.12.043,https://linkinghub.elsevier.com/retrieve/pii/S002216941630840X,,2018-01,2023-03-16 17:52:26,2023-04-06 23:06:05,2023-04-06 23:00:34,1123-1138,,,556,,Journal of Hydrology,,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T5XBJY8F\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf; C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LIT6DP7X\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf; ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039447689&doi=10.1016%2fj.jhydrol.2016.12.043&partnerID=40&md5=196e94772b74c1fce24dde278a64e9b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T5XBJY8F\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf';Invoke-Item 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LIT6DP7X\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf';,Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\T5XBJY8F\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf';Start-Process foxitpdfreader 'C:\Users\HOLGER\Downloads\Papers\Lib_Papers\storage\LIT6DP7X\Bennett et al. - 2018 - A comprehensive and systematic evaluation framewor.pdf';
